image_id,annotation_id,source_image,class,crop_path,x,y,width,height,original_width,original_height,split
520,644,D:\whitevision\data\raw\valid\Heavy_Equipment_481_jpg.rf.5499c19dcf5df42875f25408c915357b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\520_annot644_mobile_crane.jpg,54,91,490,405,640,640,test
521,645,D:\whitevision\data\raw\valid\Heavy_Equipment_4835_jpg.rf.54779f5e06560d2155fe2d0833f17cf8.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\521_annot645_bulldozer.jpg,0,6,640,622,640,640,test
522,646,D:\whitevision\data\raw\valid\Heavy_Equipment_4842_jpg.rf.55c2f7f61eb45bd42d9619f43bba9079.jpg,grader,D:\whitevision\data\crops\grader\522_annot646_grader.jpg,13,0,627,526,640,640,train
523,647,D:\whitevision\data\raw\valid\Heavy_Equipment_670_jpg.rf.5660fcce2ea4ed9c5bd859941e036959.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\523_annot647_mobile_crane.jpg,278,302,152,171,640,640,test
524,648,D:\whitevision\data\raw\valid\M_M_concrete_mixer_truck_man_35_dot_360_betonmischer_putzmeister_intermix_9m_2014_7165533_jpg.rf.55940f04f9222b6492c6c74820414e9f.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\524_annot648_mixer_truck.jpg,45,37,595,603,640,640,train
525,649,D:\whitevision\data\raw\valid\M_S_DSC_0676_jpg.rf.5686ada84b52cb3c69988f03ac24ca5c.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\525_annot649_mixer_truck.jpg,29,183,554,343,640,640,train
526,650,D:\whitevision\data\raw\valid\Heavy_Equipment_96_jpg.rf.54bd47b5b5827e5a1046ecfdea3b1fcb.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\526_annot650_bulldozer.jpg,0,49,640,591,640,640,train
527,651,D:\whitevision\data\raw\valid\Heavy_Equipment_5563_jpg.rf.5541c45912746e5ef2da3d6d0bf5450c.jpg,roller,D:\whitevision\data\crops\roller\527_annot651_roller.jpg,220,0,298,345,640,640,train
528,652,D:\whitevision\data\raw\valid\Heavy_Equipment_728_jpg.rf.563ceea0ad17267e2e5b4b1e0b767d2b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\528_annot652_dump_truck.jpg,199,167,71,104,640,640,train
528,653,D:\whitevision\data\raw\valid\Heavy_Equipment_728_jpg.rf.563ceea0ad17267e2e5b4b1e0b767d2b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\528_annot653_dump_truck.jpg,100,243,148,269,640,640,train
528,654,D:\whitevision\data\raw\valid\Heavy_Equipment_728_jpg.rf.563ceea0ad17267e2e5b4b1e0b767d2b.jpg,excavator,D:\whitevision\data\crops\excavator\528_annot654_excavator.jpg,59,0,581,584,640,640,train
529,655,D:\whitevision\data\raw\valid\Heavy_Equipment_1251_jpg.rf.56d8ee5187203398be350e94a14c1dd9.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\529_annot655_mobile_crane.jpg,0,7,615,514,640,640,test
530,656,D:\whitevision\data\raw\valid\Heavy_Equipment_5074_jpg.rf.578e868a2fa09b3d03e74cbac26d09d2.jpg,grader,D:\whitevision\data\crops\grader\530_annot656_grader.jpg,53,77,530,438,640,640,train
531,657,D:\whitevision\data\raw\valid\Heavy_Equipment_1074_jpg.rf.57b55d07bea01f8513affc31a24c8b0c.jpg,loader,D:\whitevision\data\crops\loader\531_annot657_loader.jpg,164,38,324,382,640,640,train
531,658,D:\whitevision\data\raw\valid\Heavy_Equipment_1074_jpg.rf.57b55d07bea01f8513affc31a24c8b0c.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\531_annot658_dump_truck.jpg,53,312,580,328,640,640,train
532,659,D:\whitevision\data\raw\valid\Heavy_Equipment_3937_jpg.rf.544d7ae072db1fcffe8534bc4c70c278.jpg,grader,D:\whitevision\data\crops\grader\532_annot659_grader.jpg,0,14,640,626,640,640,train
533,660,D:\whitevision\data\raw\valid\Heavy_Equipment_4556_jpg.rf.574bb2b7da533158886cc14c8f3ae384.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\533_annot660_bulldozer.jpg,4,0,636,638,640,640,train
534,661,D:\whitevision\data\raw\valid\Heavy_Equipment_5813_jpg.rf.56b9824b4dba9f4e8f0fbe85f37a9756.jpg,roller,D:\whitevision\data\crops\roller\534_annot661_roller.jpg,172,86,260,316,640,640,train
535,662,D:\whitevision\data\raw\valid\Heavy_Equipment_1109_jpg.rf.5761e3e2be9903b0014f7efc4cd23bf1.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\535_annot662_mobile_crane.jpg,112,49,350,442,640,640,validation
535,663,D:\whitevision\data\raw\valid\Heavy_Equipment_1109_jpg.rf.5761e3e2be9903b0014f7efc4cd23bf1.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\535_annot663_mobile_crane.jpg,517,339,72,134,640,640,validation
536,664,D:\whitevision\data\raw\valid\Heavy_Equipment_4939_jpg.rf.5479788f9a2ffd8827519dcc3fa2a399.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\536_annot664_bulldozer.jpg,0,39,640,601,640,640,train
537,665,D:\whitevision\data\raw\valid\Heavy_Equipment_2161_jpg.rf.5884d1705860f5f81d7218cd06f7e0d5.jpg,loader,D:\whitevision\data\crops\loader\537_annot665_loader.jpg,151,140,444,343,640,640,train
537,666,D:\whitevision\data\raw\valid\Heavy_Equipment_2161_jpg.rf.5884d1705860f5f81d7218cd06f7e0d5.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\537_annot666_dump_truck.jpg,322,57,127,62,640,640,train
538,667,D:\whitevision\data\raw\valid\Heavy_Equipment_3240_jpg.rf.5716a65fe21fcb0dba4b98e09234c118.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\538_annot667_bulldozer.jpg,0,0,640,640,640,640,validation
539,668,D:\whitevision\data\raw\valid\Heavy_Equipment_1995_jpg.rf.58854867cf2a0bc44f067a1931a905fb.jpg,excavator,D:\whitevision\data\crops\excavator\539_annot668_excavator.jpg,0,0,186,229,640,640,train
539,669,D:\whitevision\data\raw\valid\Heavy_Equipment_1995_jpg.rf.58854867cf2a0bc44f067a1931a905fb.jpg,excavator,D:\whitevision\data\crops\excavator\539_annot669_excavator.jpg,8,8,632,602,640,640,train
540,670,D:\whitevision\data\raw\valid\Heavy_Equipment_5440_jpg.rf.583214dffeabe27d4d45e4646620e2bd.jpg,roller,D:\whitevision\data\crops\roller\540_annot670_roller.jpg,172,95,318,318,640,640,train
542,671,D:\whitevision\data\raw\valid\Heavy_Equipment_2991_jpg.rf.58b2ddd65eb820e0d3cfe4f58a1b7f47.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\542_annot671_bulldozer.jpg,0,14,640,626,640,640,validation
544,672,D:\whitevision\data\raw\valid\Heavy_Equipment_2896_jpg.rf.58ab53b4207ca24b469e7720788253cf.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\544_annot672_dump_truck.jpg,0,114,86,90,640,640,train
544,673,D:\whitevision\data\raw\valid\Heavy_Equipment_2896_jpg.rf.58ab53b4207ca24b469e7720788253cf.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\544_annot673_dump_truck.jpg,116,164,91,173,640,640,train
544,674,D:\whitevision\data\raw\valid\Heavy_Equipment_2896_jpg.rf.58ab53b4207ca24b469e7720788253cf.jpg,excavator,D:\whitevision\data\crops\excavator\544_annot674_excavator.jpg,167,116,244,325,640,640,train
545,675,D:\whitevision\data\raw\valid\Heavy_Equipment_1321_jpg.rf.57ead0fd81ba224b3d84e0280d2a8701.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\545_annot675_mobile_crane.jpg,69,0,459,640,640,640,train
545,676,D:\whitevision\data\raw\valid\Heavy_Equipment_1321_jpg.rf.57ead0fd81ba224b3d84e0280d2a8701.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\545_annot676_mobile_crane.jpg,355,0,247,583,640,640,train
546,677,D:\whitevision\data\raw\valid\Heavy_Equipment_1677_jpg.rf.59078dd7f154e1027f7787b52f557072.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\546_annot677_dump_truck.jpg,135,287,213,352,640,640,test
546,678,D:\whitevision\data\raw\valid\Heavy_Equipment_1677_jpg.rf.59078dd7f154e1027f7787b52f557072.jpg,loader,D:\whitevision\data\crops\loader\546_annot678_loader.jpg,329,342,267,288,640,640,test
547,679,D:\whitevision\data\raw\valid\Heavy_Equipment_3155_jpg.rf.5a395a21df0c2d7f720710c162baa690.jpg,grader,D:\whitevision\data\crops\grader\547_annot679_grader.jpg,45,125,595,334,640,640,train
548,680,D:\whitevision\data\raw\valid\Heavy_Equipment_3186_jpg.rf.5a9030e6ab461a025db5ad1f176c750d.jpg,grader,D:\whitevision\data\crops\grader\548_annot680_grader.jpg,0,0,640,640,640,640,train
550,681,D:\whitevision\data\raw\valid\Heavy_Equipment_2257_jpg.rf.5916912112c21af8bccf52ed7cc35d50.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\550_annot681_mobile_crane.jpg,8,98,589,336,640,640,train
551,682,D:\whitevision\data\raw\valid\Heavy_Equipment_5655_jpg.rf.5b54ce1cda509d6bfc358e2e2019cd23.jpg,roller,D:\whitevision\data\crops\roller\551_annot682_roller.jpg,128,46,405,404,640,640,test
552,683,D:\whitevision\data\raw\valid\Heavy_Equipment_1334_jpg.rf.59cc62a6a2b449b593204ccfd509382d.jpg,loader,D:\whitevision\data\crops\loader\552_annot683_loader.jpg,96,66,476,508,640,640,train
552,684,D:\whitevision\data\raw\valid\Heavy_Equipment_1334_jpg.rf.59cc62a6a2b449b593204ccfd509382d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\552_annot684_dump_truck.jpg,402,188,238,334,640,640,train
553,685,D:\whitevision\data\raw\valid\M_M_images16_jpg.rf.58fc1627aa767ca17f1e2389364cbe6f.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\553_annot685_mixer_truck.jpg,0,36,640,591,640,640,train
554,686,D:\whitevision\data\raw\valid\Heavy_Equipment_3387_jpg.rf.5bacb7df14225f8f65c6810b17405295.jpg,grader,D:\whitevision\data\crops\grader\554_annot686_grader.jpg,32,50,562,428,640,640,train
555,687,D:\whitevision\data\raw\valid\Heavy_Equipment_1197_jpg.rf.5c4768d6ff5aa307e16ae0cb23ec8815.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\555_annot687_mobile_crane.jpg,184,242,214,203,640,640,validation
556,688,D:\whitevision\data\raw\valid\Heavy_Equipment_3506_jpg.rf.5c87db3ddcff0986850a06709ff0c903.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\556_annot688_bulldozer.jpg,195,183,418,446,640,640,train
557,689,D:\whitevision\data\raw\valid\M_M_images134_jpg.rf.5d3c18242aadb8f205c39c100c63afae.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\557_annot689_mixer_truck.jpg,18,167,602,421,640,640,train
558,690,D:\whitevision\data\raw\valid\Heavy_Equipment_1943_jpg.rf.59d7a0ded4fc9bb3808134fbfb409a55.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\558_annot690_mobile_crane.jpg,118,96,344,349,640,640,train
559,691,D:\whitevision\data\raw\valid\Heavy_Equipment_1231_jpg.rf.5cab54e0d030890f645c2fe64029665f.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\559_annot691_mobile_crane.jpg,200,0,226,525,640,640,validation
560,692,D:\whitevision\data\raw\valid\Heavy_Equipment_3787_jpg.rf.5bf12306a3a375a354cdb34b70d48d6c.jpg,grader,D:\whitevision\data\crops\grader\560_annot692_grader.jpg,4,91,556,504,640,640,test
561,693,D:\whitevision\data\raw\valid\Heavy_Equipment_5738_jpg.rf.5b6494cd026e3d9bdeee5d731c294842.jpg,roller,D:\whitevision\data\crops\roller\561_annot693_roller.jpg,140,107,332,294,640,640,train
562,694,D:\whitevision\data\raw\valid\Heavy_Equipment_4542_jpg.rf.5d3de855969a1ff6aa0916d16737b791.jpg,grader,D:\whitevision\data\crops\grader\562_annot694_grader.jpg,22,40,618,523,640,640,train
563,695,D:\whitevision\data\raw\valid\Heavy_Equipment_2667_jpg.rf.5cc5aa2aa43425ed16677b5a66bb4bf6.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\563_annot695_mobile_crane.jpg,69,110,306,515,640,640,validation
563,696,D:\whitevision\data\raw\valid\Heavy_Equipment_2667_jpg.rf.5cc5aa2aa43425ed16677b5a66bb4bf6.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\563_annot696_mobile_crane.jpg,349,100,291,540,640,640,validation
564,697,D:\whitevision\data\raw\valid\Heavy_Equipment_3595_jpg.rf.5cfdd0de46896f3669b0169438e2ebcb.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\564_annot697_bulldozer.jpg,117,239,105,83,640,640,test
564,698,D:\whitevision\data\raw\valid\Heavy_Equipment_3595_jpg.rf.5cfdd0de46896f3669b0169438e2ebcb.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\564_annot698_bulldozer.jpg,425,167,215,141,640,640,test
565,699,D:\whitevision\data\raw\valid\Heavy_Equipment_1999_jpg.rf.5c2a90f46bca81a1e88ce7ce52ecd0c3.jpg,excavator,D:\whitevision\data\crops\excavator\565_annot699_excavator.jpg,130,0,443,564,640,640,train
566,700,D:\whitevision\data\raw\valid\Heavy_Equipment_5638_jpg.rf.5cb89857d5a13e0f0d8b3e2edcacff15.jpg,roller,D:\whitevision\data\crops\roller\566_annot700_roller.jpg,256,99,166,272,640,640,test
568,701,D:\whitevision\data\raw\valid\Heavy_Equipment_3020_jpg.rf.5b468b873dd73bc8a91b9647169903f5.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\568_annot701_bulldozer.jpg,19,64,610,557,640,640,validation
570,702,D:\whitevision\data\raw\valid\Heavy_Equipment_1019_jpg.rf.5aa54ae22a14e6a9ab06b16e28ea11fe.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\570_annot702_mobile_crane.jpg,0,67,640,522,640,640,validation
571,703,D:\whitevision\data\raw\valid\Heavy_Equipment_6323_JPG.rf.5d85afd1dda968a9f3111abf838293e9.jpg,excavator,D:\whitevision\data\crops\excavator\571_annot703_excavator.jpg,101,77,261,322,640,640,train
572,704,D:\whitevision\data\raw\valid\Heavy_Equipment_6197_jpg.rf.5e232b221270ad57866a503a24ba3942.jpg,roller,D:\whitevision\data\crops\roller\572_annot704_roller.jpg,178,157,259,234,640,640,train
575,705,D:\whitevision\data\raw\valid\Heavy_Equipment_445_jpg.rf.5e5e4b8f3e99e29ffdd25ae82939103e.jpg,excavator,D:\whitevision\data\crops\excavator\575_annot705_excavator.jpg,136,148,357,322,640,640,validation
575,706,D:\whitevision\data\raw\valid\Heavy_Equipment_445_jpg.rf.5e5e4b8f3e99e29ffdd25ae82939103e.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\575_annot706_dump_truck.jpg,467,331,167,295,640,640,validation
576,707,D:\whitevision\data\raw\valid\Heavy_Equipment_3200_jpg.rf.5e9137b9ff6c4bf45a56f286ed5915ab.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\576_annot707_bulldozer.jpg,0,0,640,640,640,640,validation
577,708,D:\whitevision\data\raw\valid\Heavy_Equipment_1867_jpg.rf.5ee8dbcfded16163a539a44c6cba38f9.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\577_annot708_mobile_crane.jpg,7,0,541,640,640,640,train
578,709,D:\whitevision\data\raw\valid\Heavy_Equipment_1385_jpg.rf.60895eb9b97d533dbbe89a4e1ad8dc9d.jpg,loader,D:\whitevision\data\crops\loader\578_annot709_loader.jpg,35,304,168,131,640,640,train
578,710,D:\whitevision\data\raw\valid\Heavy_Equipment_1385_jpg.rf.60895eb9b97d533dbbe89a4e1ad8dc9d.jpg,loader,D:\whitevision\data\crops\loader\578_annot710_loader.jpg,529,384,111,170,640,640,train
578,711,D:\whitevision\data\raw\valid\Heavy_Equipment_1385_jpg.rf.60895eb9b97d533dbbe89a4e1ad8dc9d.jpg,loader,D:\whitevision\data\crops\loader\578_annot711_loader.jpg,310,336,118,61,640,640,train
578,712,D:\whitevision\data\raw\valid\Heavy_Equipment_1385_jpg.rf.60895eb9b97d533dbbe89a4e1ad8dc9d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\578_annot712_dump_truck.jpg,331,364,150,142,640,640,train
578,713,D:\whitevision\data\raw\valid\Heavy_Equipment_1385_jpg.rf.60895eb9b97d533dbbe89a4e1ad8dc9d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\578_annot713_dump_truck.jpg,159,344,79,100,640,640,train
579,714,D:\whitevision\data\raw\valid\Heavy_Equipment_5611_jpg.rf.617a584af964d34fe8c87f79450f20b6.jpg,roller,D:\whitevision\data\crops\roller\579_annot714_roller.jpg,214,67,280,398,640,640,train
580,715,D:\whitevision\data\raw\valid\Heavy_Equipment_355_jpg.rf.60c04b796d83dbefa12c7a16216bb9e5.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\580_annot715_mobile_crane.jpg,122,0,396,628,640,640,train
581,716,D:\whitevision\data\raw\valid\Heavy_Equipment_3050_jpg.rf.60f06570c285814dc4aeb3d9b547f895.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\581_annot716_bulldozer.jpg,157,216,339,392,640,640,train
583,717,D:\whitevision\data\raw\valid\Heavy_Equipment_6235_jpg.rf.5faef0c08923ea06d844675bcba11a27.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\583_annot717_bulldozer.jpg,0,0,640,640,640,640,train
585,718,D:\whitevision\data\raw\valid\Heavy_Equipment_5361_jpg.rf.5f0f48b16fa10ef315652b021eb0a64a.jpg,roller,D:\whitevision\data\crops\roller\585_annot718_roller.jpg,171,120,260,304,640,640,train
586,719,D:\whitevision\data\raw\valid\Heavy_Equipment_531_jpg.rf.6276e2d127855320f04b1f17338a4c33.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\586_annot719_dump_truck.jpg,30,319,332,195,640,640,train
586,720,D:\whitevision\data\raw\valid\Heavy_Equipment_531_jpg.rf.6276e2d127855320f04b1f17338a4c33.jpg,excavator,D:\whitevision\data\crops\excavator\586_annot720_excavator.jpg,121,77,506,464,640,640,train
587,721,D:\whitevision\data\raw\valid\Heavy_Equipment_6267_jpg.rf.6279d3bdec42b170ab55cc4c76dd78f7.jpg,grader,D:\whitevision\data\crops\grader\587_annot721_grader.jpg,159,65,349,513,640,640,test
588,722,D:\whitevision\data\raw\valid\Heavy_Equipment_796_jpg.rf.63358b6a3f6dc01ab92ce9aad7808b2c.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\588_annot722_mobile_crane.jpg,39,142,533,420,640,640,train
589,723,D:\whitevision\data\raw\valid\Heavy_Equipment_3389_jpg.rf.606120641ab0728061486e769cee8f30.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\589_annot723_bulldozer.jpg,47,103,549,462,640,640,train
590,724,D:\whitevision\data\raw\valid\M_M_images94_jpg.rf.6193fa4e52a6c07b0ba073e2ab875c65.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\590_annot724_mixer_truck.jpg,0,300,212,247,640,640,train
590,725,D:\whitevision\data\raw\valid\M_M_images94_jpg.rf.6193fa4e52a6c07b0ba073e2ab875c65.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\590_annot725_mixer_truck.jpg,175,382,107,127,640,640,train
591,726,D:\whitevision\data\raw\valid\Heavy_Equipment_2329_jpg.rf.5f0567f4639eb022cc65658951f6ad94.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\591_annot726_dump_truck.jpg,96,247,91,135,640,640,train
593,727,D:\whitevision\data\raw\valid\Heavy_Equipment_3120_jpg.rf.5fdada589b9de6c6b3af337ad9d7c6c3.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\593_annot727_bulldozer.jpg,124,11,507,574,640,640,train
594,728,D:\whitevision\data\raw\valid\Heavy_Equipment_2990_jpg.rf.63a64ba1774c2754c26196f4f5d63080.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\594_annot728_bulldozer.jpg,131,157,411,366,640,640,train
595,729,D:\whitevision\data\raw\valid\Heavy_Equipment_1492_jpg.rf.6384a99850b2a9ff315af4ad9eb9c3f8.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\595_annot729_mobile_crane.jpg,199,250,248,118,640,640,train
596,730,D:\whitevision\data\raw\valid\Heavy_Equipment_4352_jpg.rf.63b2c405204ab9d4e71aa95c7f35dd3f.jpg,grader,D:\whitevision\data\crops\grader\596_annot730_grader.jpg,123,90,398,466,640,640,train
597,731,D:\whitevision\data\raw\valid\Heavy_Equipment_2871_jpg.rf.6416faf593183117e5a2e10dda97c80c.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\597_annot731_dump_truck.jpg,0,273,108,259,640,640,train
597,732,D:\whitevision\data\raw\valid\Heavy_Equipment_2871_jpg.rf.6416faf593183117e5a2e10dda97c80c.jpg,excavator,D:\whitevision\data\crops\excavator\597_annot732_excavator.jpg,203,118,278,413,640,640,train
597,733,D:\whitevision\data\raw\valid\Heavy_Equipment_2871_jpg.rf.6416faf593183117e5a2e10dda97c80c.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\597_annot733_dump_truck.jpg,461,290,179,229,640,640,train
598,734,D:\whitevision\data\raw\valid\Heavy_Equipment_2289_jpg.rf.636097e541f5c6dedc6829d70386f5a5.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\598_annot734_mobile_crane.jpg,203,0,343,640,640,640,train
599,735,D:\whitevision\data\raw\valid\Heavy_Equipment_3476_jpg.rf.651072ac5838199850c6699d26cd2dbb.jpg,grader,D:\whitevision\data\crops\grader\599_annot735_grader.jpg,0,0,571,562,640,640,validation
600,736,D:\whitevision\data\raw\valid\Heavy_Equipment_5825_jpg.rf.5e983f6fc2e3d632a71ee91215dc2f85.jpg,roller,D:\whitevision\data\crops\roller\600_annot736_roller.jpg,0,0,640,354,640,640,train
601,737,D:\whitevision\data\raw\valid\Heavy_Equipment_2510_jpg.rf.5f84b9c5add8389635caa08b5a4ba853.jpg,excavator,D:\whitevision\data\crops\excavator\601_annot737_excavator.jpg,98,74,442,460,640,640,validation
601,738,D:\whitevision\data\raw\valid\Heavy_Equipment_2510_jpg.rf.5f84b9c5add8389635caa08b5a4ba853.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\601_annot738_dump_truck.jpg,513,94,107,107,640,640,validation
601,739,D:\whitevision\data\raw\valid\Heavy_Equipment_2510_jpg.rf.5f84b9c5add8389635caa08b5a4ba853.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\601_annot739_dump_truck.jpg,355,42,31,27,640,640,validation
601,740,D:\whitevision\data\raw\valid\Heavy_Equipment_2510_jpg.rf.5f84b9c5add8389635caa08b5a4ba853.jpg,excavator,D:\whitevision\data\crops\excavator\601_annot740_excavator.jpg,377,9,39,49,640,640,validation
602,741,D:\whitevision\data\raw\valid\Heavy_Equipment_2713_jpg.rf.64e9cee1ab8f505adc0d2ad6420232f7.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\602_annot741_mobile_crane.jpg,135,0,211,602,640,640,train
603,742,D:\whitevision\data\raw\valid\Heavy_Equipment_209_jpg.rf.650d02d3694929cc372577dbc0df1c9d.jpg,excavator,D:\whitevision\data\crops\excavator\603_annot742_excavator.jpg,31,0,514,524,640,640,test
603,743,D:\whitevision\data\raw\valid\Heavy_Equipment_209_jpg.rf.650d02d3694929cc372577dbc0df1c9d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\603_annot743_dump_truck.jpg,567,152,35,91,640,640,test
603,744,D:\whitevision\data\raw\valid\Heavy_Equipment_209_jpg.rf.650d02d3694929cc372577dbc0df1c9d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\603_annot744_dump_truck.jpg,510,153,63,116,640,640,test
604,745,D:\whitevision\data\raw\valid\Heavy_Equipment_74_jpg.rf.65131c78956b9376d5789a45261a3267.jpg,excavator,D:\whitevision\data\crops\excavator\604_annot745_excavator.jpg,0,0,561,582,640,640,train
605,746,D:\whitevision\data\raw\valid\Heavy_Equipment_5133_jpg.rf.659c52ccc6c9b08ecad2ea398f2e6161.jpg,grader,D:\whitevision\data\crops\grader\605_annot746_grader.jpg,0,48,608,481,640,640,test
606,747,D:\whitevision\data\raw\valid\Heavy_Equipment_4409_jpg.rf.65892025cf1e02af5332245af68f59e4.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\606_annot747_bulldozer.jpg,0,109,606,498,640,640,validation
607,748,D:\whitevision\data\raw\valid\Heavy_Equipment_3688_jpg.rf.65b72ab8f290f81c211feffe471063d4.jpg,grader,D:\whitevision\data\crops\grader\607_annot748_grader.jpg,0,24,626,513,640,640,test
608,749,D:\whitevision\data\raw\valid\Heavy_Equipment_1284_jpg.rf.664d552da5a597a83626a7084a930d5b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\608_annot749_dump_truck.jpg,386,223,225,248,640,640,train
608,750,D:\whitevision\data\raw\valid\Heavy_Equipment_1284_jpg.rf.664d552da5a597a83626a7084a930d5b.jpg,excavator,D:\whitevision\data\crops\excavator\608_annot750_excavator.jpg,65,0,459,610,640,640,train
610,751,D:\whitevision\data\raw\valid\Heavy_Equipment_275_jpg.rf.65dd0f83ae14cffb8b951e2c6c509f70.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\610_annot751_mobile_crane.jpg,168,41,291,387,640,640,train
611,752,D:\whitevision\data\raw\valid\Heavy_Equipment_5652_jpg.rf.656fb4b7abf141c839ccb3b93326456f.jpg,roller,D:\whitevision\data\crops\roller\611_annot752_roller.jpg,175,119,263,217,640,640,validation
612,753,D:\whitevision\data\raw\valid\Heavy_Equipment_6284_jpg.rf.65cec6cc92844cc163750c10b320eced.jpg,grader,D:\whitevision\data\crops\grader\612_annot753_grader.jpg,7,0,633,637,640,640,train
613,754,D:\whitevision\data\raw\valid\M_M_images100_jpg.rf.66bced88e07ffdeae4b5f33303857b95.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\613_annot754_mixer_truck.jpg,2,192,638,403,640,640,train
614,755,D:\whitevision\data\raw\valid\Heavy_Equipment_3012_jpg.rf.637d9869c871a008edbf07d974f6652a.jpg,grader,D:\whitevision\data\crops\grader\614_annot755_grader.jpg,0,51,640,586,640,640,test
615,756,D:\whitevision\data\raw\valid\Heavy_Equipment_1343_jpg.rf.66d09e03087b8f5969df6a3038fdf394.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\615_annot756_dump_truck.jpg,132,94,25,20,640,640,train
615,757,D:\whitevision\data\raw\valid\Heavy_Equipment_1343_jpg.rf.66d09e03087b8f5969df6a3038fdf394.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\615_annot757_dump_truck.jpg,269,81,20,24,640,640,train
615,758,D:\whitevision\data\raw\valid\Heavy_Equipment_1343_jpg.rf.66d09e03087b8f5969df6a3038fdf394.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\615_annot758_dump_truck.jpg,441,62,24,19,640,640,train
615,759,D:\whitevision\data\raw\valid\Heavy_Equipment_1343_jpg.rf.66d09e03087b8f5969df6a3038fdf394.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\615_annot759_dump_truck.jpg,490,77,25,41,640,640,train
615,760,D:\whitevision\data\raw\valid\Heavy_Equipment_1343_jpg.rf.66d09e03087b8f5969df6a3038fdf394.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\615_annot760_dump_truck.jpg,537,96,19,46,640,640,train
